Classification on tnbc_mazid for clinic with adaboost.

Database configuration : 
	- Database name : tnbc_mazid
	- View name : clinic	 View shape : (902, 18)
	- Learning Rate : 0.7494456762749445
	- Labels used : Non-TNBC, TNBC
	- Number of cross validation folds : 5

Classifier configuration : 
	- Adaboost with n_estimators : 80, base_estimator : DecisionTreeClassifier
	- Executed on 4 core(s) 


	For Accuracy score using {}, (higher is better) : 
		- Score on train : 0.9866863905325444
		- Score on test : 0.7920353982300885

	For F1 score using average: micro, {} (higher is better) : 
		- Score on train : 0.9866863905325444
		- Score on test : 0.7920353982300885

	For Balanced accuracy score using {}, (higher is better) : 
		- Score on train : 0.9624209180784105
		- Score on test : 0.5604890604890604

Test set confusion matrix : 

╒══════════╤════════════╤════════╕
│          │   Non-TNBC │   TNBC │
╞══════════╪════════════╪════════╡
│ Non-TNBC │        171 │     18 │
├──────────┼────────────┼────────┤
│ TNBC     │         29 │      8 │
╘══════════╧════════════╧════════╛



 Classification took 0:00:05

 Classifier Interpretation : 
Feature importances : 
- Feature : ID_10, feature importance : 0.3474496403112003
- Feature : ID_4, feature importance : 0.07726777500371534
- Feature : ID_12, feature importance : 0.07701370853383421
- Feature : ID_14, feature importance : 0.07344114174051569
- Feature : ID_3, feature importance : 0.06411862641507575
- Feature : ID_13, feature importance : 0.052137927683070254
- Feature : ID_7, feature importance : 0.04828427552836035
- Feature : ID_16, feature importance : 0.042935749131679087
- Feature : ID_11, feature importance : 0.03525945088518223
- Feature : ID_1, feature importance : 0.03476657898239546
- Feature : ID_15, feature importance : 0.03040231076345334
- Feature : ID_17, feature importance : 0.029431421604996632
- Feature : ID_0, feature importance : 0.028468348646848288
- Feature : ID_5, feature importance : 0.02406984445828285
- Feature : ID_8, feature importance : 0.013686382533904307
- Feature : ID_9, feature importance : 0.01273020914878294
- Feature : ID_6, feature importance : 0.00562689339147277
- Feature : ID_2, feature importance : 0.002909715237230155


 Estimator error | Estimator weight
0.13905325443786978 | 0.04953392077479237
0.2606931344593112 | 0.028320160845344902
0.3408057167213255 | 0.01792356728756569
0.3052393867511379 | 0.022345742212540074
0.4459042361897412 | 0.005902019320173295
0.38996666334435404 | 0.012156847872026344
0.38099486785777664 | 0.013185883432673616
0.33294124743536774 | 0.0188800897757383
0.3224777570792476 | 0.020170513804899964
0.39934720961081704 | 0.011090013949353335
0.37233161146993865 | 0.014188405516130641
0.4255233856090905 | 0.00815449969264838
0.31568482160448963 | 0.021019982524683605
0.35814125977252625 | 0.01585152156047018
0.3311946522103614 | 0.019094037644694792
0.37381695477750193 | 0.014015865406155495
0.36083580943225924 | 0.015533578051999768
0.3075592885973122 | 0.022049157991441075
0.32682081611649855 | 0.01963232957595823
0.36793267036621424 | 0.01470105433758365
0.3422362699343759 | 0.017750737202079255
0.372233347262514 | 0.014199829897671934
0.34308025908764356 | 0.017648934618074905
0.37699561771292034 | 0.0136475486386264
0.3886444462118196 | 0.012307947265363686
0.3176858374007399 | 0.02076874928290593
0.3625718243157828 | 0.015329285316485801
0.39346179396783176 | 0.011758316222589552
0.36467525143633606 | 0.015082319709003953
0.44324638549717615 | 0.0061944583506741025
0.41331160459716176 | 0.00951709610374148
0.4271793955511737 | 0.007970539463317418
0.4225693146688737 | 0.008483120956162235
0.39975158598973154 | 0.011044219564218643
0.3983439809451016 | 0.011203693792762343
0.38244684995184713 | 0.013018733824463478
0.41840106648520137 | 0.00894786663897919
0.4439412942515155 | 0.006117964836904043
0.42888983295050453 | 0.007780723293893441
0.3893293566208139 | 0.01222965433566218
0.4000626658131854 | 0.01100900126021501
0.4382900848603085 | 0.00674076127228774
0.40232210998323936 | 0.010753474315889529
0.3492615210384996 | 0.016906932396067442
0.34705169786562096 | 0.017171486740452963
0.3444149762943114 | 0.017488183771609288
0.3415962341402988 | 0.01782801907481517
0.36296842647025535 | 0.015282672896797786
0.3606728469191944 | 0.015552777226773793
0.36586565323111286 | 0.014942822732462053
0.3982810756882099 | 0.011210825051521555
0.39934929361523086 | 0.011089777902458806
0.45798383589373065 | 0.004576947915665638
0.429248995538394 | 0.007740889246526084
0.4268584247541929 | 0.008006180664307987
0.45158719227430766 | 0.005277851861630572
0.44533341002619475 | 0.005964797122303868
0.44747721679174546 | 0.0057291081499249155
0.43757171937368866 | 0.006820052369670177
0.4374928222502231 | 0.006828762560280997
0.4015273695670467 | 0.0108432996874354
0.4243784275118475 | 0.008281797320656974
0.4421567481382165 | 0.0063144517831960414
0.33450418481614963 | 0.01868911518539243
0.37095458468020354 | 0.014348613625154195
0.38078246267554444 | 0.013210355603899025
0.3915022634005638 | 0.011981595296830258
0.40923612845002977 | 0.00997440633964061
0.4340129749193249 | 0.0072132894022647635
0.3883561288018869 | 0.01234092019009009
0.40840542001557867 | 0.010067789981399199
0.42348176891068506 | 0.008381551707188874
0.3777673155473605 | 0.013558316978221333
0.41696528962778817 | 0.009108248466777328
0.4504032411481581 | 0.005407767105648851
0.4463381120389742 | 0.005854313419915726
0.47610793699466164 | 0.002598475968352514
0.4781543559530481 | 0.0023756125370551886
0.46642296639122066 | 0.0036545223908836023
0.4621314685825286 | 0.00412330158788276
