Classification on cylinder for cylinder_data with adaboost.

Database configuration : 
	- Database name : cylinder
	- View name : cylinder_data	 View shape : (540, 35)
	- Learning Rate : 0.75
	- Labels used : 1, 2
	- Number of cross validation folds : 7

Classifier configuration : 
	- Adaboost with n_estimators : 72, base_estimator : DecisionTreeClassifier
	- Executed on 6 core(s) 


	For Accuracy score using {}, (higher is better) : 
		- Score on train : 1.0
		- Score on test : 0.7851851851851852

	For F1 score using average: micro, {} (higher is better) : 
		- Score on train : 1.0
		- Score on test : 0.7851851851851852

	For Balanced accuracy score using {}, (higher is better) : 
		- Score on train : 1.0
		- Score on test : 0.7574224021592443

Test set confusion matrix : 

╒════╤═════╤═════╕
│    │   1 │   2 │
╞════╪═════╪═════╡
│  1 │  33 │  24 │
├────┼─────┼─────┤
│  2 │   5 │  73 │
╘════╧═════╧═════╛



 Classification took 0:00:29

 Classifier Interpretation : 
Feature importances : 
- Feature index : 17, feature importance : 0.07785270654011156
- Feature index : 24, feature importance : 0.0730323841222916
- Feature index : 19, feature importance : 0.07237803902421741
- Feature index : 26, feature importance : 0.06709127075512314
- Feature index : 33, feature importance : 0.060964025296006856
- Feature index : 29, feature importance : 0.05124192930411434
- Feature index : 20, feature importance : 0.05012907849694993
- Feature index : 16, feature importance : 0.04772207527208389
- Feature index : 22, feature importance : 0.047389246292301464
- Feature index : 11, feature importance : 0.046021892600219785
- Feature index : 30, feature importance : 0.04169426653754815
- Feature index : 25, feature importance : 0.03450754693390364
- Feature index : 27, feature importance : 0.034344083250722024
- Feature index : 23, feature importance : 0.03354306264620984
- Feature index : 21, feature importance : 0.03352863642284804
- Feature index : 18, feature importance : 0.02477336823481444
- Feature index : 14, feature importance : 0.024388572725951574
- Feature index : 0, feature importance : 0.023124297775579082
- Feature index : 32, feature importance : 0.022557954536891515
- Feature index : 31, feature importance : 0.02204469574823331
- Feature index : 12, feature importance : 0.021977385559445284
- Feature index : 10, feature importance : 0.015391075739074899
- Feature index : 8, feature importance : 0.014914109974709105
- Feature index : 13, feature importance : 0.011982149819541009
- Feature index : 6, feature importance : 0.011640049056331007
- Feature index : 9, feature importance : 0.010683625402053512
- Feature index : 15, feature importance : 0.008224818229445282
- Feature index : 3, feature importance : 0.007345272772249858
- Feature index : 5, feature importance : 0.003731549126856416
- Feature index : 34, feature importance : 0.0028873704392725157
- Feature index : 2, feature importance : 0.0019405539229654816
- Feature index : 28, feature importance : 0.0009436763412486024
- Feature index : 7, feature importance : 9.231100685400394e-06


 Estimator error | Estimator weight
0.2172839506172839 | 0.009858017289728814
0.16755090335531972 | 0.012331203533985318
0.1924782716226003 | 0.011030471364151147
0.2120893757468867 | 0.010095027962344435
0.14568674339176205 | 0.013606214361386886
0.22708064915287535 | 0.009421905896126636
0.2516528159254955 | 0.008383056027076716
0.1695164760044407 | 0.012223306180386369
0.16183281144797204 | 0.012650958992455929
0.19003940248649226 | 0.011151757514676404
0.10058139903197168 | 0.016851864543157204
0.1813738858659457 | 0.011592616830712648
0.10047762515060155 | 0.016860692425843714
0.09733932348853137 | 0.017131570659365863
0.20914211812614597 | 0.01023138999107904
0.26560680141264936 | 0.007823150226480176
0.0941602927892606 | 0.01741402826489346
0.1247389665204174 | 0.014986648864159943
0.08639404681664983 | 0.018141836827017026
0.09523351632615243 | 0.017317731085949445
0.17405512044074 | 0.011977910850847479
0.21500679243573395 | 0.009961403805251543
0.1755475797403469 | 0.011898322344554653
0.10697785643887447 | 0.016322706983700218
0.22481495714024907 | 0.009521555216475084
0.21463770535948834 | 0.009978235607942377
0.201663282297893 | 0.010583897608876373
0.12750977168069655 | 0.014793264385469337
0.19896447969708392 | 0.010713494565917763
0.1468312852572943 | 0.013535707113622428
0.14829324901709148 | 0.013446304417138942
0.08765884070008567 | 0.018019384721361442
0.15843773976512152 | 0.012845143825209166
0.0996629067019241 | 0.01693028213291526
0.20566977232125333 | 0.010393873052505198
0.18432348842209217 | 0.011440762946516622
0.1935264935079584 | 0.010978702561012627
0.1579976433987694 | 0.012870561869574807
0.06669539432682577 | 0.020296530511970345
0.11762060701160074 | 0.01550093963168162
0.12854882050048133 | 0.01472167053209169
0.12952413012283964 | 0.014654915992073235
0.14213190022960528 | 0.013828176907343516
0.10609285963908043 | 0.016394226035248708
0.16645925637423553 | 0.01239156509092676
0.2306019773478465 | 0.00926841449520655
0.19916779197096446 | 0.010703685705899234
0.12366718359243768 | 0.015062440693380603
0.10396846548858005 | 0.016568075380637756
0.10326501524760051 | 0.016626333997302706
0.14064102825833613 | 0.0139226454481432
0.10922153080269677 | 0.01614369507149867
0.08324029158998347 | 0.018454395196967798
0.14769762944046352 | 0.013482639668191701
0.06575110672935702 | 0.020413994991970167
0.10341564682873261 | 0.016613829461609803
0.130999398549646 | 0.01455475040731477
0.08117284114620399 | 0.018665186957014742
0.14627293116137594 | 0.013570046302128935
0.10972892367666848 | 0.016103660779942932
0.13090243430668913 | 0.014561304426849315
0.08689742926183877 | 0.01809290835327031
0.12326209717136617 | 0.015091233562484943
0.14150484844510008 | 0.013867808475290818
0.1304247906275482 | 0.014593649704894874
0.1478074832144253 | 0.013475929039043112
0.12473287285010756 | 0.014987078200119967
0.07125592027749378 | 0.019750075479602308
0.17438202354261256 | 0.011960432174610713
0.12069916454615133 | 0.01527531298169406
0.17145397481254065 | 0.012117920056264605
0.15629292614439386 | 0.01296956543746104
